IPODate,CompanyName,StockCode,IPOValue,IPOPrice
2019-01-31,New Fortress Energy LLC,NFE,300.0M,15
2019-01-31,Pivotal Acquisition Corp,PVT_u,200.0M,10
2019-02-28,Super League Gaming Inc,SLGG,27.3M,10.00-12.00
2019-02-28,Tortoise Acquisition,SHLL_u,225.0M,10
2019-02-27,Kaleido Biosciences Inc,KLDO,104.8M,20.00-22.00
2019-02-19,Soliton,SOLY,10.9M,5
2019-02-15,Stealth BioTherapeutics Inc,MITO,86.8M,12.00-14.00
2019-02-15,Hoth Therapeutics,HOTH,,-
2019-02-14,TCR2 Therapeutics Inc,TCRR,80.0M,14.00-16.00
2019-02-14,Avedro Inc,AVDR,80.0M,14.00-16.00
2019-02-12,Anchiano Therapeutics Ltd,ANCN,34.9M,14.55
2019-02-11,BankFlorida,BFL,68.2M,9.50-10.50
2019-02-08,Gossamer Bio Inc,GOSS,230.0M,16
2019-02-08,Harpoon Therapeutics Inc,HARP,81.0M,13.00-15.00
2019-02-08,Rmg Acquisition Corp,RMG_u,2.0B,10
2019-02-08,Imac Holdings Inc,IMAC,4.3M,5
2019-02-07,Alector Inc,ALEC,185.0M,18.00-20.00
2019-02-07,Monocle Acquisition Corp,MNCLU,150.0M,10
2019-02-06,Wealthbridge Acquisition Ltd,HHHH,50.0M,10
2019-02-01,Gores Metropoulos Inc,GMHIU,375.0M,10
2019-03-29,Lyft,LYFT,2.2B,72
2019-03-28,Precision BioSciences Inc,DTIL,126.4M,16
2019-03-28,GENFIT S.A.,GNFT,131.7M,26.33
2019-03-21,Levi Strauss & Co,LEVI,623.3M,17
2019-03-21,Insurance Acquisition,INSUU,130.0M,10
2019-03-20,UP Fintech Holding,TIGR,104.0M,8
2019-03-15,Trine Acquisition Corp,TRNE_u,250.0M,10
2019-03-08,Futu Holdings,FHL,130.8M,12
2019-03-08,Crescent Acquisition Corp,CRSAU,250.0M,10
2019-03-07,Shockwave Medical,SWAV,85.0M,17
2019-03-05,Tuscan Holdings Corp,THCBU,240.0M,10
2019-03-01,Diamondpeak Holdings Corp,DPHCU,250.0M,10
2019-03-01,Hennessy Capital Acquisition Corp IV,HCACU,261.0M,10
2019-04-18,Pinterest Inc,PINS,1.4B,19
2019-04-18,Zoom Video Communications,ZM,751.3M,36
2019-04-18,Hookipa Pharma Inc,HOOK,93.3M,14
2019-04-18,Greenlane Holdings Inc,GNLN,90.7M,17
2019-04-18,Brigham Minerals Inc,MNRL,243.0M,18
2019-04-17,Palomar Holdings Inc,PLMR,84.4M,15
2019-04-17,Brainsway Ltd,BRIN,29.9M,11.94
2019-04-17,Turning Point Therapeutics Inc,TPTX,166.5M,18
2019-04-11,Jumia Technologies AG,JMIA,195.8M,14.5
2019-04-11,Pagerduty Inc,PD,217.7M,24
2019-04-11,Tufin Software Technologies Ltd,TUFN,107.8M,14
2019-04-04,NGM Biopharmaceuticals Inc,NGM,106.7M,16
2019-04-04,8I ENTERPRISES ACQUISITION CORP,JFKUU,50.0M,10
2019-04-04,Silk Road Medical Inc,SILK,93.8M,20
2019-04-04,Tradeweb Markets Inc,TW,736.3M,27
2019-04-04,Replay Acquisition Corp,RPLA_u,250.0M,10
2019-04-03,Ruhnn Holding Ltd,RUHN,125.0M,12.5
2019-05-23,Ideaya Biosciences Inc,IDYA,50.0M,10
2019-05-23,Rattler Midstream LP,RTLR,333.3M,10
2019-05-23,Bicycle Therapeutics LTD,BCYC,60.7M,14
2019-05-21,GX Acquisition Corp,GXGXU,250.0M,10
2019-05-16,Avantor Inc,AVTR,2.9B,14
2019-05-16,Fastly Inc,FSLY,180.0M,16
2019-05-16,Luckin Coffee,LK,510.0M,17
2019-05-15,Postal Realty Trust Inc,PSTL,85.0M,17
2019-05-14,Applied Therapeutics Inc,APLT,40.0M,10
2019-05-10,Uber Technologies Inc,UBER,8.1B,45
2019-05-09,Jiayin Group Inc,JFIN,,10.5
2019-05-09,Trevi Therapeutics Inc,TRVI,46.7M,10
2019-05-09,NextCure Inc,NXTC,75.0M,15
2019-05-09,Cortexyme Inc,CRTX,75.0M,17
2019-05-09,Mayville Engineering Co Inc,MEC,106.3M,17
2019-05-09,Milestone Pharmaceuticals Inc,MIST,75.0M,15
2019-05-09,Axcella Health Inc,AXLA,71.4M,20
2019-05-09,Sonim Technologies Inc,SONM,39.3M,11
2019-05-09,South Plains Financial Inc,SPFI,59.2M,17.5
2019-05-08,Parsons Corp,PSN,500.0M,27
2019-05-02,SciPlay Corp,SCPL,352.0M,16
2019-05-02,Red River Bancshares Inc,RRBI,27.0M,45
2019-05-02,So Young International Inc,SY,179.4M,13.8
2019-05-02,Yunji Inc,YJ,148.5M,11
2019-05-01,Beyond Meat Inc,BYND,218.8M,25
2019-05-01,TransMedics Group Inc,TMDX,91.0M,16
2019-06-28,Karuna Therapeutics Inc,KRTX,70.0M,16
2019-06-28,TheRealReal Inc,REAL,300.0M,20
2019-06-27,Morphic Holding Inc,MORF,75.0M,15
2019-06-27,Cambium Networks Corp,CMBM,69.6M,12
2019-06-27,Change Healthcare Inc,CHNG,557.1M,13
2019-06-27,BridgeBio Pharma Inc,BBIO,255.0M,17
2019-06-27,Adaptive Biotechnologies Corp,ADPT,250.0M,20
2019-06-20,Slack Technologies Inc,WORK,,26
2019-06-20,Prevail Therapeutics Inc,PRVL,125.0M,17
2019-06-20,Atreca Inc,BCEL,125.0M,17
2019-06-20,Akero Therapeutics Inc,AKRO,80.0M,16
2019-06-20,Personalis Inc,PSNL,113.3M,17
2019-06-20,Grocery Outlet Inc,GO,378.1M,22
2019-06-19,Stoke Therapeutics Inc,STOK,120.6M,18
2019-06-13,Fiverr International Ltd,FVRR,110.5M,21
2019-06-13,Chewy Inc,CHWY,873.6M,21
2019-06-12,Mohawk Group Holdings Inc,MWK,33.3M,10
2019-06-12,Crowdstrike Holdings Inc,CRWD,,34
2019-06-07,Revolve Group Inc,RVLV,,18
2019-07-26,Dermavant Sciences Inc,DRMT,107.8M,12.00-14.00
2019-07-26,Vista Oil Gas ADR,VIST,94.6M,9.46
2019-07-26,Blue Hat Interactive Entertainment,BHAT,,4
2019-07-25,Sunnova Energy International Inc,NOVA,211.8M,12
2019-07-25,Health Catalyst Inc,HCAT,156.0M,26
2019-07-25,Prosight Global Inc,PROS,123.5M,14
2019-07-25,Castle Biosciences Inc,CSTL,53.3M,16
2019-07-25,Livongo Health Inc,LVGO,299.6M,28
2019-07-25,Wanda Sports Group Co Ltd,WSG,266.7M,8
2019-07-25,Fellazo Inc,FLLCU,50.0M,10
2019-07-19,DouYu International Holdings,DOYU,775.0M,11.5
2019-07-19,Mirum Pharmaceuticals Inc,MIRM,75.0M,15
2019-07-19,Owl Rock Capital Corp,ORCC,1.5B,15.3
2019-07-19,Fulcrum Therapeutics Inc,FULC,72.0M,16
2019-07-19,Phreesia Inc,PHR,140.6M,18
2019-07-19,Medallia Inc,MDLA,304.5M,21
2019-07-19,Afya Ltd,AFYA,261.1M,19
2019-07-19,Intercorp Financial Services Inc,IFS,414.0M,46
2019-07-17,AssetMark Financial Holdings Inc,AMK,275.0M,22
2019-08-15,CrossFirst Bankshares Inc,CFB,103.1M,14.5
2019-08-15,9F Inc,JFU,84.6M,9.5
2019-08-08,InMode Ltd,INMD,70.0M,14
2019-08-07,Biovie Inc,BIVI,15.0M,11.88
2019-08-06,AMTD International Inc,HKIB,174.0M,8.38
2019-08-01,Dynatrace Holdings LLC,DT,569.6M,16
2019-08-01,Kura Sushi USA Inc,KRUS,40.6M,14
2019-08-01,Sundial Growers Inc,SNDL,130.0M,13
2019-09-25,Peloton Interactive Inc,PTON,1.2B,29
2019-09-25,Oportun Financial Corp,OPRT,93.8M,15
2019-09-19,Apex Technology Acquisition Corp,APTXU,275.0M,10
2019-09-19,Datadog Inc,DDOG,648.0M,27
2019-09-19,Exagen Inc,XGN,46.7M,14
2019-09-19,Ping Identity Holding Corp,PING,187.5M,15
2019-09-18,Envista Holdings Corp,NVST,588.9M,22
2019-09-18,IGM Biosciences Inc,IGMS,125.0M,16
2019-09-12,Cloudflare Inc,NET,525.0M,15
2019-09-12,Satsuma Pharmaceuticals Inc,STSA,75.0M,15
2019-09-12,SpringWorks Therapeutics Inc,SWTX,132.4M,18
2019-09-12,Alerus Financial Corp,ALRS,68.3M,21
2019-09-11,SmileDirectClub Inc,SDC,1.3B,23
2019-09-11,10X Genomics Inc,TXG,351.0M,39
2019-09-09,New Providence Acquisition Corp,NPAUU,200.0M,10
2019-09-09,Experience Investment Corp,EXPCU,250.0M,10
2019-09-05,Bellus Health,BLU,60.0M,7.03
2019-10-31,RAPT Therapeutics Inc,RAPT,60.0M,12
2019-10-31,Merida Merger I,MCMJU,100.0M,10
2019-10-31,Oyster Point Pharma Inc,OYST,80.0M,16
2019-10-31,Fangdd Network Group Ltd,DUO,91.0M,13
2019-10-25,Tff Pharmaceuticals Inc,TFFP,22.0M,5
2019-10-24,Phathom Pharmaceuticals Inc,PHAT,150.1M,19
2019-10-24,Progyny Inc,PGNY,130.0M,13
2019-10-24,Aesthetic Medical Intl Holding Ltd,AIH,30.0M,12
2019-10-24,Cabaletta Bio Inc,CABA,63.8M,11
2019-10-24,Youdao Inc,DAO,95.2M,17
2019-10-24,Happiness Biotech Group Ltd,HAPP,11.0M,5.5
2019-10-23,Brp Group Inc,BRP,229.6M,14
2019-10-23,Onewater Marine,ONEW,63.2M,18.00-20.00
2019-10-18,Union Acquisition Corp 2,LATNU,175.0M,10
2019-10-18,Galileo Acquisition Corp,GLEO_u,120.0M,10
2019-10-17,Bellring Brands LLC,BRBR,420.0M,14
2019-10-17,Hylete,HYLT,16.7M,8.00-10.00
2019-10-17,Innate Pharma SA,IPHA,80.0M,7.5
2019-10-10,Hbt Financial Inc,HBT,132.8M,16
2019-10-10,Vir Biotechnology Inc,VIR,142.9M,20
2019-10-09,Biontech Se,BNTX,198.0M,15
2019-10-02,Aprea Therapeutics Inc,APRE,75.0M,15
2019-10-02,Frequency Therapeutics Inc,FREQ,93.8M,14
2019-10-02,MetroCity Bankshares,MCBS,26.2M,13.5
2019-10-02,Viela Bio Inc,VIE,142.5M,19
2019-11-28,Proptech Acquisition,PTACU,150.0M,10
2019-11-28,Alussa Energy Acquisition Corp,ALUS_u,225.0M,10
2019-11-22,Amplitude Healthcare Acquisition Co,AMHCU,100.0M,10
2019-11-22,Lmp Automotive Holdings Inc,LMPX,19.4M,5.00-6.00
2019-11-22,Software Acquisition Group Inc,SAQNU,125.0M,10
2019-11-21,Alpine Income Property Trust Inc,PINE,142.5M,19
2019-11-21,Canaan Inc,CAN,90.0M,9
2019-11-21,Chp Merger Corp,CHPMU,250.0M,10
2019-11-20,Sitime Corporation,SITM,55.9M,13
2019-11-19,Yx Asset Recovery Ltd,YXR,90.5M,7.75-9.75
2019-11-19,Greenvision Acquisition Corp,GRNVU,50.0M,10
2019-11-13,Yayyo Inc,YAYO,10.5M,4
2019-11-08,Cns Pharmaceuticals Inc,CNSP,8.5M,4
2019-11-08,Juniper Industrial Holdings Inc,JIH,300.0M,10
2019-11-07,Leaping Group Co Ltd,YZCM,20.0M,5
2019-11-07,Lgl Systems Acquisition,DFNSU,125.0M,10
2019-11-07,Stable Road Acquisition Corp,SRACU,150.0M,10
2019-11-07,36Kr Holdings Inc,KRKR,20.0M,14.5
2019-11-07,89bio Inc,ETNB,70.0M,16
2019-11-07,Centogene B V,CNTG,56.0M,14
2019-11-07,Galera Therapeutics Inc,GRTX,60.0M,12
2019-11-07,Gfl Environmental Holdings Inc,GFL,2.1B,20.00-24.00
2019-11-07,Tela Bio Inc,TELA,52.0M,13
2019-11-07,Ecmoho Ltd,MOHO,44.2M,10.1
2019-11-06,Silvergate Capital Corp,SI,44.9M,12
2019-11-05,Q And K International Group Ltd,QK,45.9M,17
2019-11-01,Finserv Acquisition Corp,FSRVU,200.0M,10
2019-11-01,Osprey Technology Acquisition Corp,SFTW_u,250.0M,10
2019-12-30,Molecular Data Inc,MKD,61.9M,5.38
2019-12-19,Monopar Therapeutics Inc,MNPR,8.9M,8
2019-12-19,Anpac Bio Medical Science Co Ltd,ANPC,23.3M,12.00-14.00
2019-12-19,Indonesia Energy,INDO,16.5M,11
2019-12-13,Ciig Merger Corp,CIICU,225.0M,10
2019-12-13,Healthcare Merger Corp,HCCOU,200.0M,10
2019-12-12,Bill Com Holdings Inc,BILL,194.1M,22
2019-12-12,Oneconnect Financial Technology Co,OCFT,504.0M,9.00-10.00
2019-12-12,Sprout Social Inc,SPT,150.0M,17
2019-12-12,Xp Inc,XP,2.0B,27
2019-12-12,Ehang Holdings Ltd,EH,40.0M,12.5
2019-12-11,Liv Capital Acquisition Corp,LIVKU,70.0M,10
2020-02-28,Passage Bio Inc,PASG,133.2M,18
2020-02-13,Revolution Medicines Inc,RVMD,170.0M,17
2020-02-13,Huize Holding Ltd,HUIZ,48.8M,10.5
2020-02-13,Tfi International,TFII,198.9M,33.15
2020-02-13,Greenrose Acquisition Corp,GNRSU,150.0M,10
2020-02-13,Citic Capital Acquisition Corp,CCAC_u,200.0M,10
2020-02-06,Beam Therapeutics Inc,BEAM,106.3M,17
2020-02-06,Casper Sleep Inc,CSPR,100.2M,12
2020-02-06,Nexpoint Real Estate Finance Inc,NREF,95.0M,19
2020-02-06,Ppd Inc,PPD,1.6B,27
2020-02-06,Schrodinger Inc,SDGR,170.0M,17
2020-01-30,1Life Healthcare Inc,ONEM,245.0M,14
2020-01-30,Arcutis Biotherapeutics Inc,ARQT,132.8M,17
2020-01-30,Black Diamond Therapeutics Inc,BDTX,169.1M,19
2020-01-30,Reynolds Consumer Products Inc,REYN,1.2B,26
2020-01-30,Interprivate Acquisition Corp,IPV_u,175.0M,10
2020-01-29,Annovis Bio Inc,ANVS,8.6M,6
2020-01-24,Scvx Corp,SCVX_u,200.0M,10
2020-01-24,Gores Holdings IV Inc,GHIVU,400.0M,10
2020-01-16,I Mab,IMAB,103.7M,14
2020-01-16,Velocity Financial Llc,VEL,94.3M,13
2020-01-16,Lizhi Inc,LIZI,45.1M,11
2020-01-16,Phoenix Tree Holdings Ltd,DNK,143.1M,13.5
2020-04-23,China Liberal Education Holdings,CLEU,8.0M,6
2020-04-23,Oric Pharmaceuticals Inc,ORIC,80.0M,16
2020-04-22,Social Capital Hedosophia Holdings,IPOC_u,600.0M,10
2020-04-09,Keros Therapeutics Inc,KROS,80.0M,16
2020-04-02,WiMi Hologram Cloud Inc,WIMI,27.5M,5.5
2020-04-02,Zentalis Pharmaceuticals LLC,ZNTL,137.7M,18
2020-03-19,F5 Finishes Inc,FLRZ,40.0M,7.00-8.00
2020-03-19,Collective Growth Corp,CGROU,150.0M,10
2020-03-12,Imara Inc,IMRA,71.2M,16
2020-03-12,Dfp Healthcare Acquisitions Corp,DFPHU,200.0M,10
2020-03-05,Lifesci Acquisition Corp,LSACU,50.0M,10
2020-06-25,Albertsons Companies,ACI,1.1B,16
2020-06-25,Brilliant Acquisition Corp,BRLIU,40.0M,10
2020-06-25,Ebang International Holdings,EBON,101.1M,5.23
2020-06-25,Agora Inc,API,350.0M,20
2020-06-25,Akouos Inc,AKUS,141.7M,17
2020-06-25,Fusion Pharmaceuticals Inc,FUSN,142.0M,17
2020-06-25,PolyPid,PYPD,50.0M,16
2020-06-18,Royalty Pharma Plc,RYLT,2.0B,28
2020-06-18,Forma Therapeutics Holdings Inc,FMTX,235.3M,20
2020-06-18,Genetron Holdings Ltd,GTH,208.0M,16
2020-06-18,Progenity Inc,PROG,100.0M,15
2020-06-18,Repare Therapeutics Inc,RPTX,147.1M,20
2020-06-11,Lantern Pharma Inc,LTRN,23.4M,15
2020-06-11,Avidity Biosciences Inc,RNA,180.0M,18
2020-06-11,Burning Rock Biotech Ltd,BNR,222.8M,16.5
2020-06-11,Generation Bio Co,GBIO,140.6M,19
2020-06-11,Cpg Newco Llc,AZEK,718.8M,23
2020-06-11,Vaxcyte Inc,PCVX,224.0M,16
2020-06-10,Ucloudlink Group Inc,UCL,46.8M,18
2020-06-09,Vroom,VRM,412.5M,22
2020-06-09,Hudson Executive Investment Corp,HECCU,360.0M,10
2020-06-08,Ascendant Digital Acq Corp,ACND_u,300.0M,10
2020-06-06,Pliant Therapeutics Inc,PLRX,144.0M,16
2020-06-06,Warner Music Group,WMG,1.8B,25
2020-06-04,Nuzee Inc,NUZE,5.0M,9
2020-06-04,Legend Biotech Corp,LEGN,423.8M,23
2020-06-04,Zoominfo Technologies Inc,ZI,934.5M,21
2020-06-04,Applied Molecular Transport Inc,AMTI,140.0M,14
2020-06-04,Calliditas Therapeutics AB,CALT,75.0M,19.77
2020-06-04,Dada Nexus Ltd,DADA,264.0M,16
2020-06-04,Mountain Crest Acquisition Corp,MCACU,50.0M,10
2020-06-04,Shift4 Payments Inc,FOUR,345.0M,23
2020-05-28,Foley Trasimene Acquisition Corp,WPF_u,750.0M,10
2020-05-21,B Riley Principal Merger Ii Corp,BMRG_u,200.0M,10
2020-05-21,Selectquote Inc,SLQT,500.0M,20
2020-05-21,Inari Medical Inc,NARI,139.3M,19
2020-05-21,Longview Acquisition Corp,LGVW_u,300.0M,10
2020-05-07,Ayala Pharmaceuticals Inc,AYLA,50.0M,15
2020-05-07,Gigcapital3 Inc,GIK_u,200.0M,10
2020-05-07,Kingsoft Cloud Holdings Ltd,KC,425.0M,17
2020-05-07,Live Oak Acquisition Corp,LOAK_u,200.0M,10
2020-05-07,Sustainable Opportunities Acq Corp,SOAC_u,300.0M,10
2020-08-27,Petra Acquisition Inc,PAICU,125.0M,10
2020-08-27,Painreform Ltd,PRFX,20.4M,8
2020-08-27,Xpeng Inc,XPEV,1.3B,15
2020-08-20,Inhibrx Inc,INBX,102.0M,17
2020-08-20,Nano X Imaging Ltd,NNOX,105.9M,18
2020-08-20,Northern Genesis Acquisition Corp,NGA_u,300.0M,10
2020-08-20,Burgundy Tech Acquisition,BTAQU,400.0M,10
2020-08-20,Foley Trasimene Acquisition II Corp,BFT_u,1.2B,10
2020-08-20,Forum Merger III Corp,FIIIU,250.0M,10
2020-08-20,Kymera Therapeutics Inc,KYMR,147.2M,20
2020-08-18,Star Peak Energy Transition Corp,STPK_u,350.0M,10
2020-08-14,Dragoneer Growth Opportunities,DGNR_u,600.0M,10
2020-08-14,Dmy Technology Group II Inc,DMYD_u,240.0M,10
2020-08-14,Lionheart Acquisition II Corp,LCAPU,200.0M,10
2020-08-13,Duck Creek Technologies Inc,DCT,405.0M,27
2020-08-13,Netstreit Corp,NTST,279.0M,18
2020-08-13,Curevac Bv,CVAC,213.3M,16
2020-08-13,Fs Development Corp,FSDC,100.0M,10
2020-08-13,Ke Holdings Inc,BEKE,2.1B,20
2020-08-13,Harmony Biosciences Holdings,HRMY,111.6M,24
2020-08-13,Kubient Inc,KBNT,12.5M,5
2020-08-13,Redball Acquisition Corp,RBAC_u,500.0M,10
2020-08-12,Fortress Value Acquisition II Corp,FAII_u,300.0M,10
2020-08-06,IBEX Holdings Ltd,IBEX,90.5M,19
2020-08-06,Acutus Medical Inc,AFIB,132.4M,18
2020-08-06,Oak Street Health Inc,OSH,328.1M,21
2020-08-06,Checkmate Pharmaceuticals Inc,CMPI,75.0M,15
2020-08-06,Freeline Therapeutics Holdings Plc,FRLN,132.4M,18
2020-08-06,Go Acquisition Corp,GOAC_u,500.0M,10
2020-08-06,Gores Holdings V Inc,GRSVU,475.0M,10
2020-08-06,Kismet Acquisition One Corp,KSMTU,250.0M,10
2020-08-05,Holicity Inc,HOLUU,275.0M,10
2020-08-05,Bowx Acquisition Corp,BOWXU,420.0M,10
2020-08-04,Yucaipa Acquisition Corp,YAC_u,300.0M,10
2020-08-04,Health Sciences Acquisitions Corp,HSAQ,139.1M,10
2020-07-30,Fathom Holdings Inc,FTHM,25.0M,10
2020-07-30,Vertex Inc,VERX,401.9M,19
2020-07-30,1847 Goedeker,GOED,9.0M,9
2020-07-30,Ace Convergence Acquisition Corp,ACEVU,200.0M,10
2020-07-30,Allovir Inc,ALVR,250.8M,17
2020-07-30,Vital Farms Inc,VITL,171.9M,22
2020-07-24,Annexon Inc,ANNX,170.0M,17
2020-07-24,East Resources Acquisition Co,ERESU,300.0M,10
2020-07-24,Greencity Acquisition Corp,GRCYU,40.0M,10
2020-07-24,Inozyme Pharma Inc,INZY,80.0M,16
2020-07-24,Iteos Therapeutics Inc,ITOS,169.1M,19
2020-07-24,Nurix Therapeutics Inc,NRIX,167.2M,19
2020-07-24,Pershing Square Tontine Holdings,PSTH_u,4.0B,20
2020-07-23,Jamf Holding,JAMF,416.0M,26
2020-07-23,Montrose Environmental Grp,MEG,150.0M,15
2020-07-23,Property Solutions Acquisition,PSACU,200.0M,10
2020-07-23,Skillful Craftsman Education Tech,EDTK,15.0M,5
2020-07-16,Ncino,NCNO,236.4M,31
2020-07-16,Ptk Acquisition Corp,PTK_u,100.0M,10
2020-07-16,Gohealth Llc,GOCO,829.5M,21
2020-07-16,Relay Therapeutics Inc,RLAY,294.0M,20
2020-07-16,Trean Insurance Group Inc,TIG,160.7M,15
2020-07-16,Alx Oncology Holdings,ALXO,152.0M,19
2020-07-16,Berkeley Lights Inc,BLI,162.8M,22
2020-07-16,D8 Holdings Corp,DEH_u,250.0M,10
2020-07-16,Hpx Corp,HPX_u,200.0M,10
2020-07-16,Malacca Straits Acq Co Ltd,MLACU,125.0M,10
2020-07-16,Pandion Therapeutics Holdco Llc,PAND,99.0M,18
2020-07-16,Renalytix Ai Plc,RNLX,78.2M,14.22
2020-07-09,Bluecity Holding Ltd,BLCT,84.8M,16
2020-07-09,Nkarta Inc,NKTX,180.0M,18
2020-07-09,Quhuo Ltd,QH,27.0M,10
2020-07-09,Inventiva SA,IVA,102.3M,13.68
2020-07-09,Poseida Therapeutics Inc,PSTX,160.0M,16
2020-07-09,Therapeutics Acquisition Corp,TXACU,100.0M,10
2020-07-02,Accolade Inc,ACCD,192.5M,22
2020-07-02,Dun And Bradstreet Holding Inc,DNB,1.4B,22
2020-07-02,Lemonade Inc,LMND,319.0M,29
2020-07-02,Capstar Special Purpose Acq,CPSR_u,200.0M,10
2020-07-02,Panacea Acquisition Corp,PANA_u,125.0M,10
2020-10-29,Sunshine Silver Mines And Refining,GATO,131.3M,7
2020-10-29,Mediaalpha Inc,MAX,175.8M,19
2020-10-29,Root Inc,ROOT,652.4M,27
2020-10-29,Allegro Microsystems Inc,ALGM,350.0M,14
2020-10-29,Biodesix Inc,BDSX,75.0M,18
2020-10-29,Galecto Inc,GLTO,85.0M,15
2020-10-29,Leslies Inc,LESL,680.0M,17
2020-10-29,Lufax Holding Ltd,LU,2.4B,13.5
2020-10-29,Mavenir Private Holdings II Ltd,MVNR,327.3M,20.00-24.00
2020-10-29,Absolute Software Corp,ABST,65.0M,12.18
2020-10-29,Ajax I,AJAX_u,750.0M,10
2020-10-29,Atea Pharmaceuticals Inc,AVIR,264.0M,24
2020-10-29,Atlas Crest Investment Corp,ACIC_u,500.0M,10
2020-10-29,Bluescape Opportunities Acq Corp,BOAC_u,575.0M,10
2020-10-29,Duddell Street Acquisition Corp,DSACU,175.0M,10
2020-10-29,Gbs,GBS,21.2M,16.00-18.00
2020-10-29,Northern Star Acquisition Corp,STIC_u,300.0M,10
2020-10-29,Pine Island Acq Corp,PIPP_u,300.0M,10
2020-10-29,Sqz Biotechnologies Co,SQZ,70.6M,16
2020-10-29,Roman Dbdr Tech Acq Corp,DBDRU,275.0M,10
2020-10-29,Lux Health Tech Acq Corp,LUXAU,300.0M,10
2020-10-22,McAfee Corp,MCFE,740.0M,20
2020-10-22,Abcam Plc,ABCM,147.8M,16.52
2020-10-22,Bcls Acquisition Corp,BLSA,125.0M,10
2020-10-22,Foghorn Therapeutics Inc,FHTX,120.0M,16
2020-10-22,Supernova Partners Acquisition Co,SPNV_u,300.0M,10
2020-10-22,Tekkorp Digital Acquisition Corp,TEKKU,250.0M,10
2020-10-20,Mingzhu Logistics Holdings Ltd,YGMZ,12.0M,4
2020-10-20,Good Works Acquisition Corp,GWACU,150.0M,10
2020-10-20,Decarbonization Plus Acq Corp,DCRBU,200.0M,10
2020-10-20,Horizon Acquisition II Corp,HZON_u,500.0M,10
2020-10-15,Jack Creek Investment Corp,JCICU,300.0M,10
2020-10-15,Jupiter Wellness Inc,JUPW,7.5M,7.5
2020-10-15,Array Technologies Inc,ARRY,742.5M,22
2020-10-15,Codiak BioSciences Inc,CDAK,82.5M,15
2020-10-15,Miniso Group Holding Ltd,MNSO,608.0M,20
2020-10-15,Spinal Elements Holdings Inc,SPEL,115.5M,13.00-15.00
2020-10-15,Aligos Therapeutics Inc,ALGS,150.0M,15
2020-10-15,Eargo Inc,EAR,120.0M,18
2020-10-15,Mallard Acquisition Corp,MACUU,100.0M,10
2020-10-15,Opthea Ltd,OPT,160.5M,17.26
2020-10-15,Praxis Precision Medicines Inc,PRAX,140.6M,19
2020-10-15,Tarsus Pharmaceuticals Inc,TARS,80.0M,16
2020-10-15,Kiromic Biopharma Inc,KRBP,13.8M,12
2020-10-15,5 01 Acquisition Corp,FVAM,80.0M,10
2020-10-08,Presidio Property Trust,SQFT,5.0M,5
2020-10-08,Paxmedica Inc,PXMD,16.3M,5.50-6.50
2020-10-08,Vy Global Growth,VYGG_u,500.0M,10
2020-10-08,Aziyo Biologics Inc,AZYO,50.0M,17
2020-10-08,Fubotv Inc,FUBO,150.0M,10
2020-10-08,Aea Bridges Impact Corp,IMPX_u,400.0M,10
2020-10-08,Empower Ltd,EMPW_u,250.0M,10
2020-10-08,Ihuman Inc,IH,84.0M,12
2020-10-08,Intrusion Inc,INTZ,44.4M,14.32
2020-10-08,Kronos Bio Inc,KRON,250.8M,19
2020-10-08,Montes Archimedes Acquisition Corp,MAACU,500.0M,10
2020-10-08,Nextgen Acquisition Corp,NGACU,350.0M,10
2020-10-08,Shattuck Labs Inc,STTK,202.0M,17
2020-10-08,Spruce Biosciences Inc,SPRB,90.0M,15
2020-10-08,Tpg Pace Beneficial Finance Corp,TPGY_u,350.0M,10
2020-10-08,Tpg Pace Tech Opportunities Corp,PACE_u,450.0M,10
2020-10-08,Otr Acquisition Corp,OTRAU,250.0M,10
2020-10-08,Landcadia Holdings III Inc,LCYAU,500.0M,10
2020-10-01,Greenwich Lifesciences Inc,GLSI,16.9M,5.75
2020-10-01,Palantir Technologies Inc,PLTR,3.0B,11.5
2020-10-01,Asana Inc,ASAN,840.9M,28
2020-10-01,Mission Produce Inc,AVO,112.5M,12
2020-10-01,Academy Sports Outdoors Inc,ASO,203.1M,13
2020-10-01,Boqii Holding Ltd,BQ,70.0M,10
2020-10-01,Chindata Group Holdings Ltd,CD,540.0M,13.5
2020-10-01,Immunome Inc,IMNM,39.0M,12
2020-10-01,Pulmonx Corp,LUNG,126.7M,19
2020-10-01,Yalla Group Ltd,YALA,139.5M,7.5
2020-10-01,Altimeter Growth Corp,ALTE,450.0M,10
2020-10-01,C4 Therapeutics Inc,CCCC,167.7M,19
2020-10-01,Lixiang Education Holding,LXEH,30.8M,9.25
2020-10-01,Oncorus Inc,ONCR,87.0M,15
2020-10-01,Qell Acquisition Corp,QELLU,300.0M,10
2020-10-01,Recharge Acquisition Corp,RCHGU,200.0M,10
2020-10-01,Apollo Strategic Growth Capital,APSG_u,750.0M,10
2020-10-01,Atlantic Avenue Acquisition Corp,ASAQ_u,250.0M,10
2020-10-01,Avanti Acquisition,AVAN_u,500.0M,10
2020-10-01,Vg Acquisition Corp,VGAC_u,400.0M,10
2020-09-25,Siyata Mobile Inc,SYTA,11.0M,7.25
2020-09-25,Vector Acquisition Corp,VACQU,300.0M,10
2020-09-25,Fintech Acquisition IV Corp,FTIVU,200.0M,10
2020-09-24,Amesite Operating Co,AMST,15.5M,5
