IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Dec 30, 2019",MKDTY,Molecular Data Inc.,$5.38,$0.00,-99.99%
"Dec 19, 2019",INDO,Indonesia Energy Corporation Limited,$11.00,$4.23,-61.55%
"Dec 19, 2019",MNPR,Monopar Therapeutics Inc.,$8.00,$0.87,-89.13%
"Dec 13, 2019",SPT,"Sprout Social, Inc.",$17.00,$44.28,160.47%
"Dec 13, 2019",OCFT,"OneConnect Financial Technology Co., Ltd.",$10.00,$4.10,-59.00%
"Dec 13, 2019",CIIC,CIIG Merger,$10.00,$21.60,116.00%
"Dec 13, 2019",HCCO,Healthcare Merger Corp,$10.00,$8.97,-10.30%
"Dec 12, 2019",BILL,"Bill.com Holdings, Inc.",$22.00,$108.19,391.77%
"Dec 12, 2019",EH,EHang Holdings Limited,$12.50,$12.78,2.24%
"Dec 11, 2019",XP,XP Inc.,$27.00,$23.45,-13.15%
"Dec 11, 2019",LIVK,LIV Capital Acquisition Corp.,$10.00,$10.30,3.00%
"Dec 5, 2019",LMPX,"LMP Automotive Holdings, Inc.",$5.00,$1.35,-73.00%
"Nov 26, 2019",ALUS,Alussa Energy Acquisition Corp.,$10.00,$9.50,-5.00%
"Nov 22, 2019",PINE,"Alpine Income Property Trust, Inc.",$19.00,$15.24,-19.79%
"Nov 22, 2019",PTAC,PropTech Acquisition Corp.,$10.00,$14.81,48.10%
"Nov 22, 2019",CHPM,CHP Merger Corp.,$10.00,$10.18,1.80%
"Nov 21, 2019",SITM,SiTime Corporation,$13.00,$114.80,783.08%
"Nov 21, 2019",CAN,Canaan Inc.,$9.00,$2.04,-77.33%
"Nov 21, 2019",GRNV,Greenvision Acquisition Corp.,$10.00,$8.14,-18.60%
"Nov 20, 2019",AMHC,Amplitude Healthcare Acquisition Corp.,$10.00,$15.12,51.20%
"Nov 20, 2019",SAQN,Software Acquisition Group,$10.00,$10.10,1.00%
"Nov 13, 2019",YAYO,"EVmo, Inc.",$4.00,$0.07,-98.34%
"Nov 11, 2019",ETNB,"89bio, Inc.",$16.00,$19.10,19.38%
"Nov 8, 2019",TELA,"TELA Bio, Inc.",$13.00,$10.43,-19.77%
"Nov 8, 2019",KRKR,36Kr Holdings Inc.,$14.50,$0.90,-93.82%
"Nov 8, 2019",CNSP,"CNS Pharmaceuticals, Inc.",$4.00,$2.35,-41.25%
"Nov 8, 2019",MOHOY,ECMOHO Limited,$10.00,-,-
"Nov 8, 2019",JIH,"Juniper Industrial Holdings, Inc.",$10.00,$13.19,31.90%
"Nov 8, 2019",SRAC,Stable Road Acquisition Corp.,$10.00,$10.97,9.70%
"Nov 7, 2019",GRTX,"Galera Therapeutics, Inc.",$12.00,$2.74,-77.17%
"Nov 7, 2019",CNTG,Centogene N.V.,$14.00,$0.80,-94.29%
"Nov 7, 2019",SICP,Silvergate Capital Corporation,$12.00,$0.38,-96.83%
"Nov 7, 2019",DFNS,LGL Systems Acquisition,$10.00,$13.84,38.40%
"Nov 5, 2019",FLJ,FLJ Group Limited,$17.00,$0.32,-98.12%
"Nov 5, 2019",MCMJ,Merida Merger Corp. I,$10.00,$6.53,-34.70%
"Nov 1, 2019",DUO,Fangdd Network Group Ltd.,$13.00,$0.82,-93.69%
"Nov 1, 2019",FSRV,Finserv Acquisition Corp,$10.00,$14.52,45.20%
"Nov 1, 2019",SFTW,Osprey Technology Acquisition Corp.,$10.00,$11.41,14.10%
"Oct 31, 2019",RAPT,"RAPT Therapeutics, Inc.",$12.00,$20.86,73.83%
"Oct 31, 2019",OYST,"Oyster Point Pharma, Inc.",$16.00,$11.17,-30.19%
"Oct 25, 2019",PGNY,"Progyny, Inc.",$13.00,$36.59,181.46%
"Oct 25, 2019",PHAT,"Phathom Pharmaceuticals, Inc.",$19.00,$13.15,-30.79%
"Oct 25, 2019",DAO,"Youdao, Inc.",$17.00,$4.62,-72.82%
"Oct 25, 2019",CABA,"Cabaletta Bio, Inc.",$11.00,$12.61,14.64%
"Oct 25, 2019",AIH,Aesthetic Medical International Holdings Group Limited,$12.00,$0.98,-91.83%
"Oct 25, 2019",TFFP,"TFF Pharmaceuticals, Inc.",$5.00,$0.48,-90.50%
"Oct 25, 2019",PAVS,Paranovus Entertainment Technology Ltd.,$5.50,$2.93,-46.73%
"Oct 24, 2019",BRP,"BRP Group, Inc.",$14.00,$24.96,78.29%
"Oct 18, 2019",GLEO,Galileo Acquisition Corp.,$10.00,$8.54,-14.60%
"Oct 18, 2019",LATN,Union Acquisition Corp. II,$10.00,$9.86,-1.40%
"Oct 17, 2019",BRBR,"BellRing Brands, Inc.",$14.00,$36.03,157.36%
"Oct 17, 2019",IPHA,Innate Pharma S.A.,$5.50,$3.17,-42.36%
"Oct 11, 2019",VIR,"Vir Biotechnology, Inc.",$20.00,$24.56,22.80%
"Oct 11, 2019",HBT,"HBT Financial, Inc.",$16.00,$17.95,12.19%
"Oct 10, 2019",BNTX,BioNTech SE,$15.00,$107.14,614.27%
"Oct 3, 2019",MCBS,"MetroCity Bankshares, Inc.",$13.50,$18.12,34.22%
"Oct 3, 2019",FREQ,"Frequency Therapeutics, Inc.",$14.00,$0.34,-97.59%
"Oct 3, 2019",APRE,"Aprea Therapeutics, Inc.",$15.00,$3.15,-79.02%
"Oct 3, 2019",VIE,Viela Bio,$19.00,$53.01,179.00%
"Sep 26, 2019",PTON,"Peloton Interactive, Inc.",$29.00,$7.31,-74.79%
"Sep 26, 2019",OPRT,Oportun Financial Corporation,$15.00,$5.53,-63.13%
"Sep 19, 2019",DDOG,"Datadog, Inc.",$27.00,$93.67,246.93%
"Sep 19, 2019",XGN,Exagen Inc.,$14.00,$3.11,-77.79%
"Sep 19, 2019",PING,Ping Identity Holding Corp.,$15.00,$28.50,90.00%
"Sep 18, 2019",NVST,Envista Holdings Corporation,$22.00,$33.50,52.27%
"Sep 18, 2019",IGMS,"IGM Biosciences, Inc.",$16.00,$9.48,-40.75%
"Sep 17, 2019",APXT,Apex Technology Acquisition Corp.,$10.00,$12.11,21.10%
"Sep 13, 2019",NET,"Cloudflare, Inc.",$15.00,$63.41,322.73%
"Sep 13, 2019",SWTX,"SpringWorks Therapeutics, Inc.",$18.00,$26.10,45.00%
"Sep 13, 2019",ALRS,Alerus Financial Corporation,$21.00,$17.98,-14.38%
"Sep 13, 2019",STSA,"Satsuma Pharmaceuticals, Inc.",$15.00,$1.10,-92.67%
"Sep 13, 2019",EXPC,Experience Investment Corp.,$10.00,$8.70,-13.00%
"Sep 12, 2019",TXG,"10x Genomics, Inc.",$39.00,$54.62,40.05%
"Sep 12, 2019",SDC,"SmileDirectClub, Inc.",$23.00,$0.45,-98.04%
"Sep 11, 2019",SONG,Akazoo S.A.,-,-,-
"Sep 9, 2019",NPA,New Providence Acquisition Corp.,$10.00,$11.60,16.00%
"Aug 15, 2019",CFB,"CrossFirst Bankshares, Inc.",$14.50,$10.22,-29.52%
"Aug 15, 2019",JFU,9F Inc.,$9.50,$3.38,-64.42%
"Aug 14, 2019",BTOG,Bit Origin Limited,$5.00,$2.04,-59.20%
"Aug 9, 2019",THBR,Thunder Bridge Acquisition II Ltd.,$10.00,$10.87,8.70%
"Aug 8, 2019",INMD,InMode Ltd.,$14.00,$35.97,156.93%
"Aug 8, 2019",SSPK,Silver Spike Acquisition Corp.,$10.00,$18.84,88.40%
"Aug 5, 2019",AMTD,AMTD IDEA Group,$8.38,$1.54,-81.62%
"Aug 2, 2019",ORSN,Orisun Acquisition,$10.00,$8.17,-18.30%
"Aug 1, 2019",DT,"Dynatrace, Inc.",$16.00,$50.58,216.13%
"Aug 1, 2019",KRUS,"Kura Sushi USA, Inc.",$14.00,$86.43,517.36%
"Aug 1, 2019",SNDL,SNDL Inc.,$13.00,$1.25,-90.38%
"Jul 31, 2019",BORR,Borr Drilling Limited,$9.30,$6.36,-31.61%
"Jul 31, 2019",NFIN,Netfin Acquisition,$10.00,$11.40,14.00%
"Jul 26, 2019",VIST,"Vista Energy, SAB de CV",$9.00,$23.33,159.22%
"Jul 26, 2019",BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,$4.00,$1.01,-74.75%
"Jul 26, 2019",WSG,Wanda Sports Group Co. Ltd.,$8.00,$2.50,-68.81%
"Jul 26, 2019",CCX,Churchill Capital Corp II,$10.00,$10.75,7.50%
"Jul 26, 2019",SBE,Switchback Energy Acquisition Corporation,$10.00,$30.83,208.30%
"Jul 25, 2019",NOVA,Sunnova Energy International Inc.,$12.00,$18.20,51.67%
"Jul 25, 2019",HCAT,"Health Catalyst, Inc.",$26.00,$11.56,-55.54%
"Jul 25, 2019",CSTL,"Castle Biosciences, Inc.",$16.00,$12.72,-20.50%
"Jul 25, 2019",FLLC,"Fellazo, Inc.",$10.00,$10.00,-
"Jul 25, 2019",LVGO,Livongo Health,$28.00,$139.77,399.18%
"Jul 25, 2019",PROS,"ProSight Global, Inc.",$14.00,$12.85,-8.21%
"Jul 24, 2019",EIC,Eagle Point Income Company Inc.,$19.00,$13.05,-31.32%
"Jul 19, 2019",IFS,Intercorp Financial Services Inc.,$46.00,$23.78,-48.30%
"Jul 19, 2019",AFYA,Afya Limited,$19.00,$13.80,-27.37%
"Jul 19, 2019",MDLA,"Medallia, Inc.",$21.00,$33.99,61.86%
"Jul 18, 2019",ORCC,Owl Rock Capital Corporation,$15.30,$13.25,-13.40%
"Jul 18, 2019",AMK,"AssetMark Financial Holdings, Inc.",$22.00,$27.93,26.95%
"Jul 18, 2019",PHR,"Phreesia, Inc.",$17.00,$30.37,78.65%
"Jul 18, 2019",MIRM,"Mirum Pharmaceuticals, Inc.",$15.00,$27.35,82.33%
"Jul 18, 2019",IHRT,"iHeartMedia, Inc.",$17.00,$3.37,-80.18%
"Jul 18, 2019",FULC,"Fulcrum Therapeutics, Inc.",$16.00,$3.14,-80.38%
"Jul 18, 2019",OAC,Oaktree Acquisition Corp.,$10.00,$16.38,63.80%
"Jul 18, 2019",CPAA,Conyers Park II Acquisition Corp.,$10.00,$8.86,-11.40%
"Jul 17, 2019",DOYU,DouYu International Holdings Limited,$11.50,$1.01,-91.22%
"Jul 12, 2019",THCA,Tuscan Holdings Corp. II,$10.00,$10.45,4.50%
"Jul 12, 2019",PIC,Pivotal Investment Corporation II,$10.00,$19.54,95.40%
"Jul 12, 2019",SCPE,SC Health Corporation,$10.00,$15.84,58.40%
"Jul 2, 2019",RMBI,"Richmond Mutual Bancorporation, Inc.",$10.00,$11.09,10.90%
"Jun 28, 2019",KRTX,"Karuna Therapeutics, Inc.",$16.00,$227.29,"1,320.56%"
"Jun 28, 2019",REAL,"The RealReal, Inc.",$20.00,$1.39,-93.05%
"Jun 27, 2019",MORF,"Morphic Holding, Inc.",$15.00,$59.76,298.40%
"Jun 27, 2019",BBIO,"BridgeBio Pharma, Inc.",$17.00,$15.66,-7.88%
"Jun 27, 2019",ADPT,Adaptive Biotechnologies Corporation,$20.00,$6.94,-65.30%
"Jun 27, 2019",CHNG,"Change Healthcare, Inc.",$13.00,$27.49,111.46%
"Jun 26, 2019",CMBM,Cambium Networks Corporation,$12.00,$14.50,20.83%
"Jun 26, 2019",LINX,Linx S.A.,$9.40,$7.50,-20.21%
"Jun 20, 2019",GO,Grocery Outlet Holding Corp.,$22.00,$29.05,32.05%
"Jun 20, 2019",AKRO,"Akero Therapeutics, Inc.",$16.00,$50.83,217.69%
"Jun 20, 2019",PSNL,"Personalis, Inc.",$17.00,$1.98,-88.35%
"Jun 20, 2019",BCEL,"Atreca, Inc.",$17.00,$0.93,-94.53%
"Jun 20, 2019",WORK,"Slack Technologies, Inc.",$26.00,$45.20,73.85%
"Jun 20, 2019",PRVL,Prevail Therapeutics Inc.,$17.00,$23.00,35.29%
"Jun 20, 2019",SMMC,South Mountain Merger Corp.,$10.00,$16.80,68.00%
"Jun 19, 2019",STOK,"Stoke Therapeutics, Inc.",$18.00,$11.11,-38.28%
"Jun 14, 2019",CHWY,"Chewy, Inc.",$22.00,$39.25,78.41%
"Jun 13, 2019",FVRR,Fiverr International Ltd.,$21.00,$26.04,24.00%
"Jun 12, 2019",CRWD,"CrowdStrike Holdings, Inc.",$34.00,$143.65,322.50%
"Jun 12, 2019",MWK,"Mohawk Group Holdings, Inc.",$10.00,$23.70,137.00%
"Jun 7, 2019",RVLV,"Revolve Group, Inc.",$18.00,$15.42,-14.33%
"Jun 7, 2019",HYAC,Haymaker Acquisition Corp. II,$10.00,$9.52,-4.80%
"Jun 6, 2019",GOTU,Gaotu Techedu Inc.,$10.50,$2.91,-72.29%
"Jun 6, 2019",GIX,"GigCapital2, Inc.",$10.00,$10.47,4.70%
"May 23, 2019",IDYA,"IDEAYA Biosciences, Inc.",$10.00,$24.48,144.80%
"May 23, 2019",BCYC,Bicycle Therapeutics plc,$14.00,$25.30,80.71%
"May 23, 2019",RTLR,Rattler Midstream LP,$17.50,$15.22,-13.03%
"May 21, 2019",GXGX,GX Acquisition Corp.,$10.00,$10.20,2.00%
"May 17, 2019",AVTR,"Avantor, Inc.",$14.00,$19.67,40.50%
"May 17, 2019",LKNCY,Luckin Coffee Inc.,$17.00,$21.18,24.59%
"May 17, 2019",FSLY,"Fastly, Inc.",$16.00,$15.48,-3.25%
"May 15, 2019",PSTL,"Postal Realty Trust, Inc.",$17.00,$14.43,-15.12%
"May 14, 2019",AGBA,AGBA Acquisition Limited,$10.00,$1.41,-85.90%
"May 14, 2019",APLT,"Applied Therapeutics, Inc.",$10.00,$1.42,-85.80%
"May 10, 2019",UBER,"Uber Technologies, Inc.",$45.00,$43.34,-3.69%
"May 10, 2019",JFIN,Jiayin Group Inc.,$10.50,$5.88,-44.00%
"May 10, 2019",SONM,"Sonim Technologies, Inc.",$11.00,$1.18,-89.27%
"May 9, 2019",HHR,HeadHunter Group PLC,$13.50,$15.03,11.33%
"May 9, 2019",SPFI,"South Plains Financial, Inc.",$17.50,$22.65,29.43%
"May 9, 2019",MEC,"Mayville Engineering Company, Inc.",$17.00,$13.52,-20.47%
"May 9, 2019",QNCX,"Quince Therapeutics, Inc.",$17.00,$1.54,-90.94%
"May 9, 2019",NXTC,"NextCure, Inc.",$15.00,$1.61,-89.27%
"May 9, 2019",AXLA,Axcella Health Inc.,$20.00,$0.25,-98.74%
"May 8, 2019",PSN,Parsons Corporation,$27.00,$47.28,75.11%
"May 7, 2019",TRVI,"Trevi Therapeutics, Inc.",$10.00,$2.74,-72.60%
"May 7, 2019",LCA,"Landcadia Holdings II, Inc.",$10.00,$25.49,154.90%
"May 6, 2019",TBBA,"TEB Bancorp, Inc",$10.00,$6.95,-30.50%
"May 3, 2019",SCPL,SciPlay Corporation,$16.00,$19.55,22.19%
"May 3, 2019",RRBI,"Red River Bancshares, Inc.",$45.00,$53.36,18.58%
"May 3, 2019",YJ,Yunji Inc.,$11.00,$1.72,-84.36%
"May 3, 2019",ATIF,ATIF Holdings Limited,$5.00,$1.50,-70.00%
"May 2, 2019",TMDX,"TransMedics Group, Inc.",$16.00,$80.07,400.44%
"May 2, 2019",BYND,"Beyond Meat, Inc.",$25.00,$12.91,-48.36%
"May 2, 2019",SY,So-Young International Inc.,$13.80,$1.99,-85.58%
"Apr 30, 2019",WAFU,Wah Fu Education Group Limited,$5.00,$2.34,-53.20%
"Apr 18, 2019",ZM,"Zoom Video Communications, Inc.",$36.00,$66.62,85.06%
"Apr 18, 2019",PINS,"Pinterest, Inc.",$19.00,$26.24,38.11%
"Apr 18, 2019",MNRL,"Brigham Minerals, Inc.",$18.00,$32.50,80.56%
"Apr 18, 2019",HOOK,HOOKIPA Pharma Inc.,$14.00,$0.88,-93.74%
"Apr 18, 2019",GNLN,"Greenlane Holdings, Inc.",$17.00,$1.96,-88.47%
"Apr 17, 2019",PLMR,"Palomar Holdings, Inc.",$15.00,$60.14,300.93%
"Apr 17, 2019",BWAY,BrainsWay Ltd.,$11.00,$2.30,-79.09%
"Apr 17, 2019",TPTX,"Turning Point Therapeutics, Inc.",$18.00,$76.01,322.28%
"Apr 12, 2019",JMIA,Jumia Technologies AG,$14.50,$3.25,-77.59%
"Apr 11, 2019",PD,"PagerDuty, Inc.",$24.00,$21.39,-10.88%
"Apr 11, 2019",TUFN,Tufin Software Technologies Ltd.,$14.00,$12.94,-7.57%
"Apr 5, 2019",GHSI,"Guardion Health Sciences, Inc.",$4.00,$6.87,71.63%
"Apr 4, 2019",TW,Tradeweb Markets Inc.,$27.00,$69.38,156.96%
"Apr 4, 2019",SILK,"Silk Road Medical, Inc",$20.00,$32.75,63.75%
"Apr 4, 2019",NGM,"NGM Biopharmaceuticals, Inc.",$16.00,$3.26,-79.63%
"Apr 4, 2019",RPLA,Replay Acquisition,$10.00,$9.48,-5.20%
"Apr 3, 2019",RUHN,Ruhnn Holding Limited,$12.50,$3.40,-72.80%
"Apr 2, 2019",PBTS,"Powerbridge Technologies Co., Ltd.",$5.00,$1.43,-71.40%
"Mar 29, 2019",LYFT,"Lyft, Inc.",$72.00,$10.10,-85.97%
"Mar 29, 2019",PUYI,Puyi Inc.,$6.00,$5.10,-15.00%
"Mar 28, 2019",DTIL,"Precision BioSciences, Inc.",$16.00,$0.58,-96.40%
"Mar 28, 2019",WTRE,Watford Holdings Ltd.,$25.26,$34.99,38.52%
"Mar 28, 2019",JFK,8i Enterprises Acquisition,$10.00,$9.00,-10.00%
"Mar 27, 2019",GNFT,Genfit S.A.,$22.00,$4.20,-80.91%
"Mar 21, 2019",LEVI,Levi Strauss & Co.,$17.00,$14.41,-15.24%
"Mar 20, 2019",TIGR,UP Fintech Holding Limited,$8.00,$2.76,-65.50%
"Mar 20, 2019",INSU,Insurance Acquisition,$10.00,$11.66,16.60%
"Mar 15, 2019",TRNE,Trine Acquisition,$10.00,$24.77,147.70%
"Mar 8, 2019",FUTU,Futu Holdings Limited,$12.00,$38.99,224.92%
"Mar 8, 2019",CRSA,Crescent Acquisition Corp.,$10.00,$8.81,-11.90%
"Mar 7, 2019",SWAV,"ShockWave Medical, Inc.",$17.00,$292.63,"1,621.35%"
"Mar 5, 2019",THCB,Tuscan Holdings Corp.,$10.00,$10.00,-
"Mar 1, 2019",HCAC,Hennessy Capital Acquisition Corp IV,$10.00,$19.49,94.90%
"Feb 28, 2019",DPHC,DiamondPeak Holdings,$10.00,$18.21,82.10%
"Feb 28, 2019",KLDO,"Kaleido Biosciences, Inc.",$15.00,$0.29,-98.07%
"Feb 28, 2019",SHLL,Tortoise Acquisition Corp.,$10.00,$44.91,349.10%
"Feb 26, 2019",SLGG,"Super League Gaming, Inc.",$11.00,$0.40,-96.41%
"Feb 22, 2019",ACAM,Acamar Partners Acquisition Corp.,$10.00,$12.30,23.00%
"Feb 19, 2019",SOLY,"Soliton, Inc.",$5.00,$22.58,351.60%
"Feb 15, 2019",AREC,American Resources Corporation,$4.00,$2.03,-49.25%
"Feb 15, 2019",HOTH,"Hoth Therapeutics, Inc.",$5.60,$3.09,-44.82%
"Feb 15, 2019",MITO,Stealth BioTherapeutics Corp.,$12.00,$0.32,-97.33%
"Feb 14, 2019",TCRR,TCR2 Therapeutics Inc.,$15.00,$1.48,-89.80%
"Feb 14, 2019",AVDR,"Avedro, Inc.",$14.00,$22.99,64.21%
"Feb 13, 2019",BACK,"IMAC Holdings, Inc.",$5.13,$0.12,-97.59%
"Feb 12, 2019",ANCN,Anchiano Therapeutics,$11.50,$75.36,555.30%
"Feb 8, 2019",GOSS,"Gossamer Bio, Inc.",$16.00,$1.35,-91.56%
"Feb 8, 2019",HARP,"Harpoon Therapeutics, Inc.",$14.00,$0.64,-95.43%
"Feb 8, 2019",RMG,RMG Acquisition Corp.,$10.00,$27.00,170.00%
"Feb 7, 2019",ALEC,"Alector, Inc.",$19.00,$7.18,-62.21%
"Feb 7, 2019",MNCL,Monocle Acquisition Corporation,$10.00,$12.20,22.00%
"Feb 4, 2019",INMB,"INmune Bio, Inc.",$8.00,$9.11,13.88%
"Feb 4, 2019",IPV,InterPrivate Acquisition,$10.00,$13.04,30.40%
"Feb 1, 2019",GMHI,Gores Metropoulos,$10.00,$18.00,80.00%
"Jan 31, 2019",NFE,New Fortress Energy Inc.,$14.00,$27.44,96.00%
"Jan 17, 2019",RBKB,"Rhinebeck Bancorp, Inc.",$10.00,$6.95,-30.50%
"Jan 9, 2019",BCOW,"1895 Bancorp of Wisconsin, Inc.",$10.00,$7.85,-21.50%
"Jan 8, 2019",MTC,"MMTec, Inc.",$4.00,$0.82,-79.38%
"Jan 8, 2019",MDJH,MDJM Ltd,$5.00,$1.95,-61.00%
"Jan 4, 2019",SXTC,"China SXT Pharmaceuticals, Inc.",$4.00,$0.22,-94.45%
"Dec 29, 2020",MRM,MEDIROM Healthcare Technologies Inc.,$15.00,$5.60,-62.67%
"Dec 24, 2020",VTAQ,Ventoux CCM Acquisition Corp.,$10.00,$5.08,-49.20%
"Dec 23, 2020",HCAR,Healthcare Services Acquisition Corporation,$10.00,$10.11,1.10%
"Dec 23, 2020",CFIV,CF Acquisition Corp. IV,$10.00,$10.47,4.70%
"Dec 23, 2020",VII,7GC & Co. Holdings Inc.,$10.00,$10.55,5.50%
"Dec 23, 2020",VHAQ,Viveon Health Acquisition Corp.,$10.00,$11.20,12.00%
"Dec 23, 2020",IKT,"Inhibikase Therapeutics, Inc.",$10.00,$0.67,-93.27%
"Dec 23, 2020",GBS,"GBS, Inc.",$17.00,-,-
"Dec 21, 2020",ACKIT,Ackrell SPAC Partners I Co.,$10.00,-,-
"Dec 18, 2020",IIII,Insu Acquisition Corp. III,$10.00,$10.08,0.80%
"Dec 18, 2020",MASS,908 Devices Inc.,$20.00,$7.23,-63.85%
"Dec 18, 2020",GFX,Golden Falcon Acquisition Corp.,$10.00,$10.25,2.45%
"Dec 18, 2020",MTAC,MedTech Acquisition Corporation,$10.00,$10.48,4.80%
"Dec 18, 2020",DUNE,Dune Acquisition Corporation,$10.00,$9.95,-0.50%
"Dec 18, 2020",SVOK,Seven Oaks Acquisition Corp.,$10.00,$9.08,-9.20%
"Dec 17, 2020",SCOA,ScION Tech Growth I,$10.00,$10.10,1.00%
"Dec 17, 2020",COOL,Corner Growth Acquisition Corp.,$10.00,$10.82,8.20%
"Dec 17, 2020",MDWT,Midwest Holding Inc.,$70.00,$26.43,-62.24%
"Dec 17, 2020",VIRI,"Virios Therapeutics, Inc.",$10.00,$1.37,-86.30%
"Dec 16, 2020",UPST,"Upstart Holdings, Inc.",$20.00,$30.12,50.60%
"Dec 16, 2020",CCV,Churchill Capital Corp V,$10.00,$10.16,1.60%
"Dec 16, 2020",WISH,ContextLogic Inc.,$24.00,$7.13,-70.29%
"Dec 16, 2020",BCAB,"BioAtla, Inc.",$18.00,$3.50,-80.56%
"Dec 16, 2020",SCPS,Scopus BioPharma Inc.,$5.50,$0.05,-99.09%
"Dec 15, 2020",KINZ,KINS Technology Group Inc.,$10.00,$4.10,-0.60%
"Dec 15, 2020",WNW,Meiwu Technology Company Limited,$5.00,$0.19,-96.16%
"Dec 15, 2020",OCG,Oriental Culture Holding LTD,$4.00,$0.59,-85.25%
"Dec 15, 2020",MRAC,Marquee Raine Acquisition Corp.,$10.00,$10.92,9.20%
"Dec 15, 2020",ATA,Americas Technology Acquisition Corp.,$10.00,$10.59,5.90%
"Dec 15, 2020",BLUW,Blue Water Acquisition Corp.,$10.00,$9.63,-3.70%
"Dec 11, 2020",CERT,"Certara, Inc.",$23.00,$17.51,-23.87%
"Dec 11, 2020",ABCL,AbCellera Biologics Inc.,$20.00,$7.31,-63.45%
"Dec 11, 2020",FDMT,"4D Molecular Therapeutics, Inc.",$23.00,$18.20,-20.87%
"Dec 11, 2020",NBTX,Nanobiotix S.A.,$13.50,$5.49,-59.37%
"Dec 11, 2020",SNRH,Senior Connect Acquisition Corp. I,$10.00,$10.04,0.35%
"Dec 11, 2020",EDTX,EdtechX Holdings Acquisition Corp. II,$10.00,$18.42,84.20%
"Dec 11, 2020",VVOS,"Vivos Therapeutics, Inc.",$6.00,$0.48,-91.94%
"Dec 11, 2020",GLAQ,Globis Acquisition Corp.,$10.00,$9.47,-5.30%
"Dec 11, 2020",DWIN,Delwinds Insurance Acquisition Corp.,$10.00,$4.25,-57.50%
"Dec 11, 2020",GHVI,"Gores Holdings VI, Inc.",$10.00,$14.47,44.70%
"Dec 11, 2020",MOTV,Motive Capital Corp,$10.00,$10.11,1.10%
"Dec 11, 2020",TVAC,Thayer Ventures Acquisition Corporation,$10.00,$9.55,-4.50%
"Dec 11, 2020",ROCC,Roth CC Acquisition Corp. II,$10.00,$9.49,-5.10%
"Dec 11, 2020",CBAH,"CBRE Acquisition Holdings, Inc.",$10.00,$10.75,7.50%
"Dec 10, 2020",ABNB,"Airbnb, Inc.",$68.00,$124.64,83.29%
"Dec 10, 2020",CTAQ,Carney Technology Acquisition Corp. II,$10.00,$10.18,1.80%
"Dec 10, 2020",HYFM,"Hydrofarm Holdings Group, Inc.",$20.00,$0.94,-95.31%
"Dec 10, 2020",PCPC,Periphas Capital Partnering Corporation,$25.00,$25.09,0.36%
"Dec 10, 2020",RMGB,RMG Acquisition Corp. II,$10.00,$8.85,-11.50%
"Dec 9, 2020",DASH,"DoorDash, Inc.",$102.00,$72.64,-28.78%
"Dec 9, 2020",AI,"C3.ai, Inc.",$42.00,$33.39,-20.50%
"Dec 9, 2020",PUBM,"PubMatic, Inc.",$20.00,$18.43,-7.85%
"Dec 9, 2020",ALTU,Altitude Acquisition Corp.,$10.00,$10.05,0.50%
"Dec 9, 2020",HMCO,HumanCo Acquisition Corp.,$10.00,$10.06,0.60%
"Dec 9, 2020",NEBC,Nebula Caravel Acquisition Corp.,$10.00,$10.99,9.90%
"Dec 9, 2020",FLAC,Frazier Lifesciences Acquisition Corp.,$10.00,$9.87,-1.30%
"Dec 8, 2020",MUDS,Mudrick Capital Acquisition Corp. II,$10.00,$10.16,1.60%
"Dec 8, 2020",DDMX,DD3 Acquisition Corp. II,$10.00,$9.42,-5.80%
"Dec 8, 2020",CND,Concord Acquisition Corp,$10.00,$10.16,1.60%
"Dec 8, 2020",RAAC,Revolution Acceleration Acquisition Corp.,$10.00,$9.30,-7.00%
"Dec 4, 2020",SEER,"Seer, Inc.",$19.00,$4.42,-76.74%
"Dec 4, 2020",YQ,17 Education & Technology Group Inc.,$10.50,$0.95,-91.00%
"Dec 4, 2020",SGTX,"Sigilon Therapeutics, Inc.",$18.00,$3.91,-78.28%
"Dec 4, 2020",FTCV,FinTech Acquisition Corp. V,$10.00,$10.06,0.60%
"Dec 4, 2020",PTIC,Proptech Investment Corporation II,$10.00,$6.48,-35.20%
"Dec 4, 2020",SBTX,"Silverback Therapeutics, Inc.",$21.00,$5.87,-72.05%
"Dec 3, 2020",DCBO,Docebo Inc.,$52.21,$36.91,-29.30%
"Dec 3, 2020",FPAC,Far Peak Acquisition Corporation,$10.00,$10.21,2.10%
"Dec 3, 2020",KNTE,Kinnate Biopharma Inc.,$20.00,$3.17,-84.15%
"Dec 3, 2020",LOKB,Live Oak Acquisition Corp II,$10.00,$13.38,33.80%
"Dec 3, 2020",HTPA,Highland Transcend Partners I Corp.,$10.00,$10.05,0.50%
"Dec 3, 2020",SPFR,Jaws Spitfire Acquisition Corporation,$10.00,$8.44,-15.60%
"Dec 2, 2020",TACA,Trepont Acquisition Corp. I,$10.00,$10.10,1.00%
"Dec 2, 2020",RSVA,Rodgers Silicon Valley Acquisition Corp,$10.00,$20.36,103.60%
"Dec 2, 2020",CAP,Capitol Investment Corp. V,$10.00,$7.95,-20.50%
"Nov 30, 2020",SGAM,Seaport Global Acquisition Corp.,$10.00,$9.62,-3.80%
"Nov 25, 2020",FRX,Forest Road Acquisition Corp.,$10.00,$12.00,20.00%
