IPO Date,Symbol,Company Name,IPO Price,Current,Return
"May 24, 2022",BNRG,Brenmiller Energy Ltd,$5.18,$0.98,-81.08%
"May 17, 2022",BGXX,Bright Green Corporation,$8.00,$0.95,-88.10%
"May 17, 2022",VEDU,Visionary Education Technology Holdings Group Inc.,$4.00,$0.43,-89.35%
"May 17, 2022",OKYO,OKYO Pharma Limited,$4.00,$1.23,-69.25%
"May 13, 2022",ACDC,ProFrac Holding Corp.,$18.00,$11.69,-35.06%
"May 13, 2022",PNAC,Prime Number Acquisition I Corp.,$10.00,$10.55,5.50%
"May 13, 2022",ASNS,"Actelis Networks, Inc.",$4.00,$2.94,-26.50%
"May 13, 2022",PFHC,ProFrac Holding Corp.,$18.00,-,-
"May 11, 2022",HNVR,"Hanover Bancorp, Inc.",$21.00,$18.00,-14.29%
"May 11, 2022",MCAC,Monterey Capital Acquisition Corporation,$10.00,$10.43,4.30%
"May 10, 2022",IVCA,Investcorp India Acquisition Corp,$10.00,$10.67,6.70%
"May 10, 2022",GBBK,Global Blockchain Acquisition Corp.,$10.00,$10.44,4.40%
"May 6, 2022",BLCO,Bausch + Lomb Corporation,$18.00,$19.34,7.44%
"May 6, 2022",RENE,Cartesian Growth Corporation II,$10.00,$10.73,7.30%
"May 6, 2022",PEPG,PepGen Inc.,$12.00,$10.07,-16.08%
"May 5, 2022",EDBL,Edible Garden AG Incorporated,$5.00,$1.35,-73.00%
"May 4, 2022",AUST,Austin Gold Corp.,$4.00,$0.87,-78.25%
"May 3, 2022",ASCB,A SPAC II Acquisition Corporation,$10.00,$10.53,5.30%
"Apr 29, 2022",HLVX,"HilleVax, Inc.",$17.00,$16.54,-2.71%
"Apr 29, 2022",BLTE,"Belite Bio, Inc",$6.00,$11.18,86.33%
"Apr 28, 2022",CHEA,Chenghe Acquisition Co.,$10.00,$10.65,6.50%
"Apr 28, 2022",CLRC,ClimateRock,$10.00,$10.64,6.40%
"Apr 27, 2022",OST,"Ostin Technology Group Co., Ltd.",$4.00,$0.99,-75.25%
"Apr 27, 2022",TNON,"Tenon Medical, Inc.",$5.00,$0.32,-93.65%
"Apr 26, 2022",AIMAU,Aimfinity Investment Corp. I,$10.00,$10.29,2.90%
"Apr 22, 2022",JCSE,JE Cleantech Holdings Limited,$4.00,$0.52,-87.02%
"Apr 22, 2022",ACON,"Aclarion, Inc.",$4.35,$0.93,-78.62%
"Apr 20, 2022",YOTA,Yotta Acquisition Corporation,$10.00,$10.42,4.22%
"Apr 14, 2022",STSS,"Sharps Technology, Inc.",$4.25,$0.84,-80.24%
"Apr 13, 2022",EE,"Excelerate Energy, Inc.",$24.00,$20.01,-16.63%
"Apr 13, 2022",AFAR,Aura FAT Projects Acquisition Corp,$10.00,$10.60,6.00%
"Apr 12, 2022",GNS,Genius Group Limited,$6.00,$0.71,-88.14%
"Apr 7, 2022",DECA,Denali Capital Acquisition Corp.,$10.00,$10.69,6.90%
"Apr 1, 2022",MSSA,Metal Sky Star Acquisition Corporation,$10.00,$10.70,7.00%
"Apr 1, 2022",XPON,Expion360 Inc.,$7.00,$4.92,-29.71%
"Mar 31, 2022",RWOD,Redwoods Acquisition Corp.,$10.00,$10.46,4.60%
"Mar 31, 2022",RVSN,Rail Vision Ltd.,$4.13,$0.58,-85.96%
"Mar 25, 2022",ANTX,"AN2 Therapeutics, Inc.",$15.00,$7.45,-50.33%
"Mar 25, 2022",LCFY,Locafy Limited,$4.13,$6.84,65.62%
"Mar 24, 2022",RFAC,RF Acquisition Corp.,$10.00,$10.48,4.80%
"Mar 17, 2022",GDST,Goldenstone Acquisition Limited,$10.00,$10.55,5.50%
"Mar 15, 2022",AKAN,Akanda Corp.,$4.00,$0.75,-81.14%
"Mar 11, 2022",NUBI,Nubia Brand International Corp.,$10.00,$10.60,6.00%
"Mar 10, 2022",PLAO,Patria Latin American Opportunity Acquisition Corp.,$10.00,$10.73,7.30%
"Mar 9, 2022",LBBB,Lakeshore Acquisition II Corp.,$10.00,$10.59,5.90%
"Mar 2, 2022",SPCM,"Sound Point Acquisition Corp I, Ltd",$10.00,$10.62,6.20%
"Mar 2, 2022",SHUA,SHUAA Partners Acquisition Corp I,$10.00,$10.72,7.20%
"Mar 2, 2022",KCAC,Kensington Capital Acquisition Corp. IV,$10.00,$9.21,-7.90%
"Mar 1, 2022",VMCA,Valuence Merger Corp. I,$10.00,$10.71,7.10%
"Feb 25, 2022",GSRM,GSR II Meteora Acquisition Corp.,$10.00,$6.95,-30.55%
"Feb 25, 2022",FGMC,FG Merger Corp.,$10.00,$10.57,5.70%
"Feb 24, 2022",CLIN,Clean Earth Acquisitions Corp.,$10.00,$10.43,4.30%
"Feb 18, 2022",PWUP,PowerUp Acquisition Corp.,$10.00,$10.42,4.20%
"Feb 18, 2022",BWV,"Blue Water Vaccines, Inc.",$9.00,$1.28,-85.78%
"Feb 16, 2022",FTII,FutureTech II Acquisition Corp.,$10.00,$10.69,6.90%
"Feb 16, 2022",AXAC,AXIOS Sustainable Growth Acquisition Corporation,$10.00,$10.43,4.30%
"Feb 16, 2022",MHUA,"Meihua International Medical Technologies Co., Ltd.",$10.00,$2.79,-72.10%
"Feb 16, 2022",SMFL,"Smart for Life, Inc.",$10.00,$0.87,-91.30%
"Feb 15, 2022",GENQ,Genesis Unicorn Capital Corp.,$10.00,$10.72,7.20%
"Feb 15, 2022",ASCA,A SPAC I Acquisition Corp.,$10.00,$10.55,5.50%
"Feb 11, 2022",JGGC,Jaguar Global Growth Corporation I,$10.00,$10.56,5.60%
"Feb 11, 2022",SGHL,Signal Hill Acquisition Corp.,$10.00,$10.43,4.25%
"Feb 11, 2022",MDV,Modiv Inc.,$25.00,$13.01,-47.96%
"Feb 11, 2022",HNRA,HNR Acquisition Corp,$10.00,$10.62,6.20%
"Feb 11, 2022",RACY,Relativity Acquisition Corp.,$10.00,$12.28,22.80%
"Feb 11, 2022",DRCT,"Direct Digital Holdings, Inc.",$5.50,$3.11,-43.45%
"Feb 11, 2022",TCBP,TC Biopharm (Holdings) Plc,$4.25,$0.61,-85.56%
"Feb 10, 2022",SKYX,SKYX Platforms Corp.,$14.00,$2.55,-81.79%
"Feb 10, 2022",HTCR,"HeartCore Enterprises, Inc.",$5.00,$1.60,-68.10%
"Feb 9, 2022",BYNO,byNordic Acquisition Corporation,$10.00,$10.59,5.90%
"Feb 9, 2022",EVGR,Evergreen Corporation,$10.00,$10.77,7.70%
"Feb 9, 2022",CPAQ,Counter Press Acquisition Corporation,$10.00,$10.33,3.30%
"Feb 8, 2022",LIVB,LIV Capital Acquisition Corp. II,$10.00,$10.57,5.70%
"Feb 7, 2022",ATAK,Aurora Technology Acquisition Corp.,$10.00,$10.59,5.90%
"Feb 4, 2022",ACLX,"Arcellx, Inc.",$15.00,$33.28,121.87%
"Feb 4, 2022",TGR,Kimbell Tiger Acquisition Corporation,$10.00,$10.55,5.50%
"Feb 4, 2022",NVCT,"Nuvectis Pharma, Inc.",$5.00,$16.95,239.00%
"Feb 4, 2022",SSIC,Silver Spike Investment Corp.,$14.00,$8.14,-41.86%
"Feb 3, 2022",MURF,Murphy Canyon Acquisition Corp.,$10.00,$10.65,6.50%
"Feb 2, 2022",MTEK,Maris-Tech Ltd.,$4.20,$1.02,-75.71%
"Feb 1, 2022",ACAX,Alset Capital Acquisition Corp.,$10.00,$10.90,9.00%
"Jan 31, 2022",BWAQ,Blue World Acquisition Corporation,$10.00,$10.62,6.20%
"Jan 27, 2022",CRDO,Credo Technology Group Holding Ltd,$10.00,$17.44,74.40%
"Jan 27, 2022",KSCP,"Knightscope, Inc.",$10.00,$0.39,-96.10%
"Jan 25, 2022",KYCH,Keyarch Acquisition Corporation,$10.00,$10.44,4.40%
"Jan 25, 2022",LATG,LatAmGrowth SPAC,$10.00,$10.65,6.45%
"Jan 25, 2022",FGI,FGI Industries Ltd.,$6.00,$1.74,-71.00%
"Jan 21, 2022",KNSW,KnightSwan Acquisition Corporation,$10.00,$10.54,5.40%
"Jan 21, 2022",HMA,Heartland Media Acquisition Corp.,$10.00,$10.53,5.30%
"Jan 21, 2022",HCMA,HCM Acquisition Corp,$10.00,$10.65,6.50%
"Jan 20, 2022",GAQ,Generation Asia I Acquisition Limited,$10.00,$10.50,5.00%
"Jan 20, 2022",BYN,Banyan Acquisition Corporation,$10.00,$10.38,3.80%
"Jan 20, 2022",DUET,DUET Acquisition Corp.,$10.00,$10.51,5.10%
"Jan 19, 2022",AIB,AIB Acquisition Corporation,$10.00,$10.88,8.80%
"Jan 18, 2022",TETE,Technology & Telecommunication Acquisition Corporation,$10.00,$10.80,8.00%
"Jan 18, 2022",TKLF,"Yoshitsu Co., Ltd",$4.00,$1.26,-68.50%
"Jan 14, 2022",PPYA,Papaya Growth Opportunity Corp. I,$10.00,$10.56,5.60%
"Jan 14, 2022",ACAB,Atlantic Coastal Acquisition Corp. II,$10.00,$10.50,5.00%
"Jan 13, 2022",TPG,TPG Inc.,$29.50,$27.25,-7.63%
"Jan 13, 2022",WNNR,Andretti Acquisition Corp.,$10.00,$10.64,6.40%
"Jan 13, 2022",CSLM,"Consilium Acquisition Corp I, Ltd.",$10.00,$10.48,4.80%
"Jan 12, 2022",GHIX,"Gores Holdings IX, Inc.",$10.00,$10.22,2.20%
"Jan 12, 2022",VCXB,10X Capital Venture Acquisition Corp. III,$10.00,$10.50,5.00%
"Jan 12, 2022",ITAQ,"Industrial Tech Acquisitions II, Inc.",$10.00,$10.51,5.05%
"Jan 12, 2022",WAVS,Western Acquisition Ventures Corp.,$10.00,$10.41,4.10%
"Jan 12, 2022",HILS,"Hillstream BioPharma, Inc.",$4.00,$0.39,-90.38%
"Jan 11, 2022",BRAC,Broad Capital Acquisition Corp.,$10.00,$10.70,7.00%
"Jan 7, 2022",AMLX,"Amylyx Pharmaceuticals, Inc.",$19.00,$23.06,21.37%
"Jan 7, 2022",CINC,"CinCor Pharma, Inc.",$16.00,$29.06,81.63%
"Jan 7, 2022",CXAC,C5 Acquisition Corporation,$10.00,$10.60,6.00%
"Jan 7, 2022",VIGL,"Vigil Neuroscience, Inc.",$14.00,$9.60,-31.43%
"Jan 7, 2022",VBOC,Viscogliosi Brothers Acquisition Corp.,$10.00,$10.48,4.80%
"Jan 7, 2022",HOUR,"Hour Loop, Inc.",$4.00,$1.70,-57.50%
"Jan 6, 2022",SCRM,Screaming Eagle Acquisition Corp.,$10.00,$10.32,3.20%
"Jan 5, 2022",CITE,Cartica Acquisition Corp,$10.00,$10.67,6.70%
"Jun 16, 2023",AZTR,Azitra Inc.,$5.00,$4.28,-14.40%
"Jun 16, 2023",BOF,BranchOut Food Inc.,$6.00,$3.98,-33.67%
"Jun 15, 2023",CAVA,"CAVA Group, Inc.",$22.00,$40.15,82.50%
"Jun 14, 2023",ESHA,ESH Acquisition Corp.,$10.00,$10.10,1.00%
"May 26, 2023",ATMU,Atmus Filtration Technologies Inc.,$19.50,$22.02,12.92%
"May 25, 2023",ATS,ATS Corporation,$41.00,$45.70,11.46%
"May 25, 2023",IPXX,Inflection Point Acquisition Corp. II,$10.00,$10.11,1.10%
"May 17, 2023",CWD,CaliberCos Inc.,$4.00,$2.16,-46.00%
"May 16, 2023",SGE,"Strong Global Entertainment, Inc.",$4.00,$3.22,-19.50%
"May 5, 2023",SLRN,"Acelyrin, Inc.",$18.00,$17.65,-1.94%
"May 5, 2023",ALCY,Alchemy Investments Acquisition Corp 1,$10.00,$10.15,1.50%
"May 4, 2023",KVUE,Kenvue Inc.,$22.00,$26.48,20.36%
"May 2, 2023",GODN,Golden Star Acquisition Corporation,$10.00,$10.30,3.00%
"Apr 28, 2023",TRNR,Interactive Strength Inc.,$8.00,$3.37,-57.88%
"Apr 21, 2023",AACT,Ares Acquisition Corporation II,$10.00,$10.14,1.40%
"Apr 21, 2023",JYD,Jayud Global Logistics Limited,$4.00,$2.88,-28.00%
"Apr 20, 2023",UCAR,U Power Limited,$6.00,$7.94,32.33%
"Apr 20, 2023",USGO,U.S. GoldMining Inc.,$10.00,$13.00,30.00%
"Apr 20, 2023",WLGS,"Wang & Lee Group, Inc.",$5.00,$1.51,-69.81%
"Apr 18, 2023",TCJH,Top KingWin Ltd,$4.00,$1.66,-58.50%
"Apr 18, 2023",TPET,Trio Petroleum Corp.,$3.00,$0.88,-70.66%
"Apr 14, 2023",GDTC,CytoMed Therapeutics Limited,$4.00,$2.78,-30.50%
"Apr 13, 2023",VCIG,VCI Global Limited,$4.00,$6.08,52.00%
"Apr 12, 2023",GDHG,Golden Heaven Group Holdings Ltd.,$4.00,$4.46,11.50%
"Apr 5, 2023",ARBB,ARB IOT Group Limited,$4.00,$3.05,-23.75%
"Apr 4, 2023",ISPR,Ispire Technology Inc.,$7.00,$7.00,-
"Apr 4, 2023",MGIH,Millennium Group International Holdings Limited,$4.00,$1.79,-55.25%
"Apr 3, 2023",MWG,Multi Ways Holdings Limited,$2.50,$0.60,-76.20%
"Mar 31, 2023",SFWL,Shengfeng Development Limited,$4.00,$7.33,83.25%
"Mar 31, 2023",HSHP,Himalaya Shipping Ltd.,$5.80,$6.34,9.31%
"Mar 31, 2023",HKIT,"Hitek Global, Inc.",$5.00,$5.25,5.00%
"Mar 31, 2023",SYT,"SYLA Technologies Co., Ltd.",$8.00,$7.20,-10.05%
"Mar 30, 2023",CHSN,Chanson International Holding,$4.00,$1.62,-59.50%
"Mar 29, 2023",HLP,Hongli Group Inc.,$4.00,$2.87,-28.25%
"Mar 29, 2023",TBMC,Trailblazer Merger Corporation I,$10.00,$10.16,1.60%
"Mar 28, 2023",YGF,"YanGuFang International Group Co., Ltd.",$4.00,$3.42,-14.50%
"Mar 28, 2023",ZJYL,Jin Medical International Ltd.,$8.00,$10.81,35.13%
"Mar 28, 2023",TMTC,TMT Acquisition Corp.,$10.00,$10.22,2.20%
"Mar 24, 2023",OAKU,Oak Woods Acquisition Corporation,$10.00,$10.24,2.40%
"Mar 23, 2023",BANL,CBL International Limited,$4.00,$3.08,-23.00%
"Mar 21, 2023",OMH,Ohmyhome Limited,$4.00,$4.38,9.50%
"Mar 21, 2023",MGRX,"Mangoceuticals, Inc.",$4.00,$1.84,-54.00%
"Mar 17, 2023",FORL,Four Leaf Acquisition Corporation,$10.00,$10.46,4.60%
"Mar 16, 2023",ICG,Intchains Group Limited,$8.00,$8.49,6.13%
"Mar 15, 2023",IZM,ICZOOM Group Inc.,$4.00,$5.94,48.50%
"Mar 9, 2023",AESI,Atlas Energy Solutions Inc.,$18.00,$16.25,-9.72%
"Mar 9, 2023",AIXI,Xiao-I Corporation,$6.80,$5.40,-20.59%
"Feb 28, 2023",SBXC,SilverBox Corp III,$10.00,$10.08,0.80%
"Feb 28, 2023",BMR,Beamr Imaging Ltd.,$4.00,$2.82,-29.50%
"Feb 15, 2023",DIST,Distoken Acquisition Corporation,$10.00,$10.32,3.20%
"Feb 15, 2023",NFTG,"The NFT Gaming Company, Inc.",$4.15,$0.82,-80.24%
"Feb 14, 2023",MARX,Mars Acquisition Corp.,$10.00,$10.40,4.00%
"Feb 14, 2023",BFRG,"Bullfrog AI Holdings, Inc.",$6.50,$3.61,-44.46%
"Feb 10, 2023",ENLT,Enlight Renewable Energy Ltd,$18.00,$18.31,1.72%
"Feb 10, 2023",MLYS,"Mineralys Therapeutics, Inc.",$16.00,$15.95,-0.31%
"Feb 10, 2023",PTHR,"Pono Capital Three, Inc.",$10.00,$10.38,3.80%
"Feb 10, 2023",BLAC,Bellevue Life Sciences Acquisition Corp.,$10.00,$10.24,2.40%
"Feb 9, 2023",NXT,Nextracker Inc.,$24.00,$38.63,60.96%
"Feb 9, 2023",HSAI,Hesai Group,$19.00,$9.98,-47.47%
"Feb 9, 2023",LSDI,Lucy Scientific Discovery Inc.,$4.00,$1.18,-70.50%
"Feb 6, 2023",LICN,Lichen China Limited,$4.00,$1.56,-61.00%
"Feb 3, 2023",GPCR,Structure Therapeutics Inc.,$15.00,$29.32,95.47%
"Feb 3, 2023",ASST,Asset Entities Inc.,$5.00,$2.48,-50.40%
"Feb 1, 2023",CETU,Cetus Capital Acquisition Corp.,$10.00,$10.26,2.60%
"Jan 27, 2023",TXO,"MorningStar Partners, L.P.",$20.00,$21.78,8.90%
"Jan 27, 2023",BREA,Brera Holdings PLC,$5.00,$2.20,-56.00%
"Jan 26, 2023",GNLX,Genelux Corporation,$6.00,$34.16,469.33%
"Jan 25, 2023",QSG,QuantaSing Group Ltd,$12.50,$8.55,-31.60%
"Jan 20, 2023",CVKD,"Cadrenal Therapeutics, Inc.",$5.00,$1.60,-68.00%
"Jan 13, 2023",SKWD,"Skyward Specialty Insurance Group, Inc.",$15.00,$25.26,68.40%
"Jan 13, 2023",ISRL,Israel Acquisitions Corp,$10.00,$10.41,4.05%
"Jan 13, 2023",MGOL,MGO Global Inc.,$5.00,$2.80,-44.00%
